Survived,Pclass,Sex,SibSp,Parch,Cabin_Type,Below 10,Above 65,Fare2,Embarked_C,Embarked_S
1,3,1,0,0,1,0,0,-0.4826033260049836,0,0
1,1,1,0,2,0,1,0,1.00129010111842,0,0
1,2,0,0,1,1,0,0,-0.2534670714471951,0,0
1,1,1,0,0,1,0,0,-0.1116088414026367,0,0
1,3,0,2,1,1,1,0,-0.2583304947382263,1,0
1,1,1,0,0,0,0,0,-0.0321279891081678,0,0
0,2,1,1,2,1,0,0,-0.0874627596929246,0,0
0,3,1,1,0,1,0,0,-0.2440762578355929,0,0
0,1,1,0,0,0,0,0,-0.0874627596929246,1,0
1,1,1,1,0,0,0,0,1.147090179002089,1,0
0,3,1,0,0,1,0,0,-0.4838609344273645,0,0
1,3,1,0,0,1,0,0,-0.4869637059270624,1,0
0,1,1,0,0,0,0,1,-0.1116088414026367,0,0
1,1,0,1,0,0,0,0,0.3977225696616022,0,0
1,2,0,0,0,1,0,0,-0.4345626842700357,0,0
0,3,1,0,0,1,0,0,-0.4898974548547925,0,0
1,1,1,0,0,0,0,0,-0.1116088414026367,0,0
0,3,1,0,0,1,0,0,-0.4838609344273645,0,0
0,1,1,0,0,0,0,0,0.1288458889565792,0,0
0,2,1,0,0,1,0,0,-0.3842583473748022,0,0
0,3,1,0,0,1,0,0,-0.4838609344273645,0,0
0,3,1,0,0,1,0,0,-0.5039826691854579,0,0
0,2,1,0,0,1,0,0,-0.6458408992300163,0,0
0,1,1,0,0,1,0,0,-0.1116088414026367,0,0
0,3,1,0,0,1,0,0,-0.4904004982237448,0,0
1,3,0,2,1,1,1,0,-0.2583304947382263,1,0
0,3,1,0,0,1,0,0,-0.4999583222338392,0,0
0,3,1,0,0,1,0,0,-0.4715363718880322,0,0
1,2,0,1,2,1,0,0,-0.0874627596929246,0,0
1,2,0,0,0,0,0,0,-0.3683279699668197,1,0
0,3,0,0,0,1,0,0,-0.4478933335472725,0,0
0,1,1,0,0,0,0,0,0.40048930819084,0,0
0,2,1,1,0,1,0,0,-0.223284469310055,0,0
0,3,1,1,0,1,0,0,-0.5040671804714418,0,0
0,3,1,0,0,1,0,0,-0.4945093564613474,0,0
1,3,0,0,1,1,1,0,-0.3985950833899437,0,0
0,3,1,5,2,1,1,0,0.2978684609245637,0,0
0,2,1,0,0,1,0,0,-0.6458408992300163,0,0
0,3,1,0,0,1,0,0,-0.4838609344273645,0,0
1,3,0,0,0,1,0,0,-0.4529237672367959,0,0
1,1,1,1,0,0,0,0,1.1868306051493234,1,0
0,3,0,3,1,1,0,0,-0.1334067166660793,0,0
1,1,0,1,0,0,0,0,1.165115228998389,0,0
0,1,1,0,0,0,0,0,-0.0482253769146425,1,0
0,3,1,0,0,1,0,0,-0.4838609344273645,0,0
1,3,1,1,1,1,1,0,-0.3259053165763313,0,0
0,3,1,1,0,1,0,0,-0.2440762578355929,0,0
0,3,1,0,0,1,0,0,-0.4999583222338392,0,0
0,1,1,0,0,0,0,0,-0.0321279891081678,0,0
0,1,1,0,0,1,0,1,0.3502694825815905,1,0
0,3,1,0,0,1,0,0,-0.4838609344273645,0,0
0,3,1,0,0,1,0,0,-0.3549148215770746,1,0
1,1,0,1,0,0,0,0,0.9290208785612518,1,0
0,3,1,0,0,1,0,0,-0.342002704382806,0,0
0,1,0,1,2,0,0,0,2.403608003359037,0,0
0,3,1,0,0,1,0,0,-0.4889758794028718,0,0
0,3,1,0,0,1,0,0,-0.4715363718880322,0,0
0,3,0,0,0,1,0,0,-0.4898974548547925,0,0
0,3,0,0,0,1,0,0,-0.4923281604135702,0,0
0,3,0,0,0,1,0,0,-0.4529237672367959,0,0
1,1,0,0,0,0,0,0,1.094689157345062,0,0
0,1,1,1,0,0,0,0,1.545416015926354,1,0
1,2,0,0,2,1,0,0,-0.1226757955195881,0,0
1,1,1,0,0,1,0,0,-0.1116088414026367,0,0
0,3,1,0,0,1,0,0,-0.1925988238039626,0,0
1,3,1,0,0,1,0,0,0.4909526033162764,0,0
1,3,1,0,0,1,0,0,-0.4898974548547925,0,0
0,3,1,0,0,1,0,0,-0.4838609344273645,0,0
1,1,1,0,0,0,0,0,-0.1168907967766362,0,0
1,1,0,1,0,1,0,0,0.5493901454007312,1,0
0,3,1,0,0,1,0,0,-0.4950123998302999,0,0
0,1,1,0,0,0,0,0,0.0387166146281273,0,0
1,2,0,0,0,0,0,0,-0.4345626842700357,0,0
0,3,1,0,0,1,0,0,-0.1599010048220609,0,0
1,2,0,1,0,1,0,0,-0.1226757955195881,0,0
0,3,1,0,0,1,0,0,-0.4869637059270624,0,0
1,1,0,0,0,0,0,0,1.2355413006517155,0,0
0,3,1,0,0,1,0,0,-0.4869637059270624,0,0
0,3,1,0,0,1,0,0,-0.5004613656027915,1,0
1,1,0,0,1,0,0,0,0.5208011846564321,1,0
0,3,1,0,0,1,0,0,-0.5003768543168076,1,0
0,3,1,0,0,1,0,0,-0.4898974548547925,0,0
1,2,0,0,0,1,0,0,-0.4345626842700357,0,0
0,1,1,0,0,0,0,0,3.816741338032129,0,0
0,3,1,0,0,1,0,0,-0.4863761512721261,0,0
0,2,1,2,1,1,0,0,-0.4144409495119422,0,0
1,2,0,1,1,1,1,0,-0.1226757955195881,0,0
0,3,1,0,0,1,0,0,-0.5003768543168076,1,0
0,3,1,1,1,1,0,0,-0.5003768543168076,1,0
1,3,0,0,2,1,0,0,-0.1959531169881368,1,0
0,3,0,0,0,1,0,0,-0.4715363718880322,0,0
1,2,0,0,2,1,1,0,-0.1176453618300647,0,0
0,1,1,0,0,0,0,0,-0.1116088414026367,0,0
1,1,0,0,0,1,0,0,1.495614722400073,1,0
0,3,1,0,0,1,0,0,-0.3540757452376621,0,0
1,1,0,0,2,0,0,0,0.3501849712956066,1,0
1,1,0,0,2,0,0,0,0.7828022685946145,0,0
0,3,0,4,2,1,1,0,-0.0165336446706454,0,0
0,3,0,4,2,1,0,0,-0.0165336446706454,0,0
1,2,1,1,0,1,0,0,-0.1226757955195881,0,0
0,1,1,1,0,0,0,0,1.495614722400073,1,0
0,1,1,0,0,1,0,0,-0.1226757955195881,0,0
1,2,0,1,0,1,0,0,-0.1226757955195881,0,0
1,2,1,0,0,1,0,0,-0.3669033511459466,1,0
0,3,1,1,1,1,0,0,-0.2328422933201494,0,0
1,2,1,1,1,1,1,0,0.0936328531299158,0,0
1,1,1,0,2,0,0,0,1.585323452472081,1,0
0,2,1,0,0,1,0,0,-0.1226757955195881,0,0
0,3,1,0,0,1,0,0,-0.4883038134619515,0,0
1,3,1,0,0,1,0,0,-0.5004613656027915,1,0
1,3,0,0,0,1,0,0,-0.4893944114858402,0,0
0,1,1,0,0,1,0,0,-0.1116088414026367,0,0
1,1,0,1,0,0,0,0,0.150979797190482,1,0
0,1,1,0,0,1,0,0,3.932356801605183,1,0
1,1,0,1,1,0,0,0,0.9568552742521224,0,0
1,3,0,1,0,1,0,0,-0.2957227144391913,0,0
0,3,1,0,0,1,0,0,-0.4898974548547925,0,0
0,3,1,0,0,1,0,0,-0.4869637059270624,0,0
0,2,1,0,0,1,0,0,-0.3741974799957555,0,0
0,3,1,0,0,1,0,0,-0.4838609344273645,0,0
0,3,0,0,0,1,0,0,-0.4838609344273645,0,0
0,3,1,2,0,1,0,0,-0.1599010048220609,0,0
0,3,1,0,0,1,0,0,-0.4869637059270624,0,0
0,3,0,0,3,1,0,0,-0.221775339203198,0,0
0,3,1,0,0,1,0,0,-0.5003768543168076,1,0
1,3,1,0,0,1,0,0,-0.4878007700929992,0,0
1,2,1,0,0,1,0,0,-0.4345626842700357,0,0
1,1,0,2,0,0,0,0,0.390009908728825,0,0
1,1,1,0,0,0,0,0,-0.1148786233008269,0,0
1,3,0,0,0,1,0,0,-0.4898974548547925,0,0
0,3,1,0,0,1,0,0,-0.4838609344273645,0,0
0,3,1,0,0,1,0,0,-0.3540757452376621,0,0
1,2,0,0,0,1,0,0,-0.3842583473748022,0,0
1,1,0,1,0,0,0,0,0.4789640737474043,0,0
0,3,0,1,0,1,0,0,-0.3549148215770746,1,0
1,3,1,0,0,1,0,0,-0.4863761512721261,0,0
1,2,0,1,1,1,0,0,-0.0421888564872145,0,0
1,1,0,1,1,0,0,0,1.585323452472081,1,0
0,2,1,0,0,1,0,0,-0.1226757955195881,0,0
0,1,1,0,0,0,0,0,0.161543707938481,1,0
0,3,1,0,0,1,0,0,-0.4705302851501276,1,0
1,1,0,0,2,0,0,0,0.9568552742521224,0,0
0,2,1,0,0,1,0,0,-0.3440148778586154,0,0
1,1,1,1,1,0,0,0,0.9478004936109804,1,0
0,3,1,0,0,1,0,0,-0.4838609344273645,0,0
0,3,1,0,0,1,0,0,-0.4838609344273645,0,0
0,3,1,0,0,1,0,0,-0.5024735390786009,0,0
1,1,0,1,0,0,0,0,0.9290208785612518,1,0
0,3,1,0,0,1,0,0,-0.4999583222338392,0,0
0,3,0,0,2,1,0,0,-0.4898974548547925,0,0
0,2,1,1,0,1,0,0,-0.1226757955195881,0,0
0,3,1,1,1,1,0,0,-0.1599010048220609,0,0
1,2,0,0,0,1,0,0,0.0181763477870656,0,0
0,3,1,0,0,1,0,0,-0.6458408992300163,0,0
0,3,1,0,0,1,0,0,-0.5004613656027915,1,0
1,1,1,1,0,0,0,0,0.499673363160434,1,0
1,2,0,2,1,1,0,0,-0.1025540607614947,0,0
0,3,1,0,0,1,0,0,-0.4869637059270624,0,0
0,1,1,0,0,1,0,0,0.2073206545131435,0,0
0,3,1,0,0,1,0,0,-0.4838609344273645,0,0
1,1,1,0,0,1,0,0,-0.1116088414026367,1,0
0,3,1,1,0,1,0,0,-0.332947923741664,0,0
0,3,1,0,0,1,0,0,-0.4869637059270624,0,0
1,1,1,0,0,1,0,0,-0.0321279891081678,0,0
1,2,0,1,2,1,0,0,0.1908047346237004,1,0
1,1,0,0,0,0,0,0,2.442090821083891,0,0
0,3,0,1,3,1,0,0,-0.0165336446706454,0,0
0,3,1,0,0,1,0,0,-0.5039826691854579,0,0
1,3,0,1,0,1,0,0,-0.3339540104795687,0,0
0,3,1,0,0,1,0,0,-0.4898974548547925,0,0
0,3,1,0,0,1,0,0,-0.4838609344273645,0,0
1,2,0,1,2,1,0,0,0.6620718600460541,0,0
0,3,1,1,1,1,0,0,-0.3560879187134715,0,0
0,3,0,1,0,1,0,0,-0.3218809696247126,0,0
1,2,0,2,1,0,1,0,0.138906756335626,0,0
0,2,1,0,0,1,0,0,-0.4345626842700357,0,0
0,3,1,1,0,1,0,0,-0.3549973206895828,1,0
1,1,1,1,0,0,0,0,0.4116407735937755,0,0
1,3,1,1,1,1,0,0,-0.3290905871885375,1,0
0,3,1,0,0,1,0,0,-0.4878007700929992,0,0
0,3,1,0,0,1,0,0,-0.3218809696247126,0,0
0,1,1,0,0,0,0,0,0.0045096655393685,0,0
0,2,1,0,0,1,0,0,-0.3973374749675629,0,0
1,1,0,0,0,0,0,0,0.9228153355618556,0,0
0,3,1,0,0,1,0,0,-0.4869637059270624,0,0
0,3,1,0,0,1,0,0,-0.4902334878252526,0,0
1,1,1,0,0,0,0,1,-0.0421888564872145,0,0
0,3,1,0,0,1,0,0,-0.5038981578994739,0,0
1,1,1,0,0,0,0,0,-0.0321279891081678,1,0
0,1,1,0,0,1,0,0,-0.6458408992300163,0,0
0,3,0,3,2,1,1,0,-0.0844444994792106,0,0
1,2,0,0,0,1,0,0,-0.3842583473748022,0,0
0,3,1,0,0,1,0,0,-0.4863761512721261,0,0
0,2,1,1,1,1,0,0,-0.1176453618300647,0,0
0,3,0,0,3,1,0,0,0.1527404489818151,0,0
0,3,1,1,0,1,0,0,-0.3218809696247126,0,0
0,3,1,0,0,1,0,0,-0.4878007700929992,0,0
1,1,0,0,0,0,0,0,0.7485953195058557,1,0
0,3,0,3,2,1,1,0,-0.0844444994792106,0,0
1,3,1,0,0,1,0,0,0.4909526033162764,0,0
1,3,0,2,1,1,1,0,-0.2583304947382263,1,0
1,1,1,1,0,0,0,0,0.8980837113706833,1,0
0,3,1,0,0,1,0,0,-0.4869637059270624,0,0
1,1,1,0,0,0,0,0,0.0684806846822991,1,0
0,3,1,0,0,1,0,0,-0.4939218018064111,0,0
1,3,0,0,0,1,0,0,-0.4939218018064111,0,0
0,3,1,0,0,1,0,0,-0.4869637059270624,0,0
1,2,0,0,1,1,0,0,-0.1830409997938683,0,0
0,3,1,0,0,1,0,0,-0.4761482734945873,0,0
1,3,0,0,0,1,0,0,-0.4883038134619515,0,0
0,3,0,0,0,1,0,0,-0.510019189612886,0,0
0,2,1,2,0,1,0,0,0.8331066054898479,0,0
0,3,1,0,0,1,0,0,-0.4869637059270624,0,0
0,3,0,1,1,1,0,0,-0.3339540104795687,0,0
0,2,1,0,0,1,0,0,-0.3842583473748022,0,0
0,1,1,0,2,0,0,0,1.6334486054930126,1,0
1,1,1,2,0,1,0,0,2.0434289511891657,0,0
0,3,1,0,0,1,0,0,-0.5004613656027915,1,0
0,1,1,0,0,0,0,0,-0.1309760111073016,0,0
0,3,1,0,0,1,0,0,-0.4950123998302999,0,0
1,3,1,1,0,1,0,0,-0.4863761512721261,0,0
0,2,1,2,0,1,0,0,0.8331066054898479,0,0
0,2,1,0,0,1,0,0,-0.3842583473748022,0,0
0,3,1,0,0,1,0,0,-0.4893944114858402,0,0
0,3,1,0,0,1,0,0,-0.4838609344273645,0,0
1,1,0,1,0,0,0,0,0.40048930819084,0,0
1,2,0,1,1,1,0,0,0.138906756335626,0,0
0,1,1,1,0,0,0,0,0.40048930819084,0,0
0,2,1,0,0,1,0,1,-0.4345626842700357,0,0
1,2,1,0,0,1,0,0,-0.3842583473748022,0,0
0,2,1,0,0,1,0,0,-0.6458408992300163,0,0
0,3,1,0,0,1,0,0,-0.4893944114858402,0,0
0,3,1,0,0,1,0,0,-0.4838609344273645,0,0
1,3,0,0,0,1,0,0,-0.4478088222612886,0,0
0,3,0,1,3,1,0,0,0.2978684609245637,0,0
1,1,1,0,1,0,0,0,9.663111371996164,1,0
0,3,0,0,0,1,0,0,-0.4821002826360313,0,0
1,1,1,0,0,0,0,0,0.8980837113706833,1,0
0,3,1,0,0,1,0,0,-0.4602178960866047,0,0
0,3,1,5,2,1,0,0,0.2978684609245637,0,0
0,2,1,1,1,1,0,0,0.138906756335626,0,0
0,2,1,1,2,1,0,0,0.1908047346237004,1,0
0,3,1,4,1,1,0,0,0.1527404489818151,0,0
0,3,1,0,0,1,0,0,-0.4411867593524,0,0
0,3,1,0,0,1,0,0,-0.4889758794028718,0,0
1,1,0,0,1,0,0,0,3.606636220208546,0,0
1,1,1,1,0,0,0,0,0.5010979819813071,0,0
1,3,0,0,1,1,1,0,-0.3758736205011047,1,0
1,3,1,0,0,1,0,0,0.4909526033162764,0,0
0,3,1,0,0,1,0,0,-0.5004613656027915,1,0
0,1,1,0,0,1,0,0,-0.1116088414026367,0,0
0,2,1,0,0,1,0,0,-0.3741974799957555,0,0
0,3,1,0,0,1,0,0,-0.4838609344273645,0,0
1,3,0,0,0,1,0,0,-0.4902334878252526,0,0
0,1,1,1,1,0,0,0,1.585323452472081,1,0
0,3,1,0,0,0,0,0,-0.4919096283306018,0,0
1,1,0,1,0,0,0,0,3.932356801605183,1,0
1,1,1,0,0,0,0,0,-0.1168907967766362,0,0
0,3,0,0,1,1,0,0,-0.3549973206895828,1,0
0,3,1,0,0,1,0,0,-0.4900644652532847,0,0
0,3,1,1,0,1,0,0,-0.4878007700929992,0,0
0,2,1,0,0,1,0,0,-0.1226757955195881,0,0
1,2,0,0,0,1,0,0,-0.3741974799957555,0,0
1,1,1,0,0,0,0,0,-0.1168907967766362,0,0
1,1,0,0,0,1,0,0,2.403608003359037,0,0
1,3,1,1,1,1,0,0,-0.3390689554550761,1,0
1,1,0,0,0,0,0,0,0.3502694825815905,1,0
0,1,1,0,0,0,0,0,-0.1116088414026367,0,0
1,1,1,1,0,0,0,0,0.40048930819084,0,0
0,3,1,0,0,1,0,0,-0.4550204519985892,0,0
0,2,1,0,0,1,0,0,-0.3842583473748022,0,0
0,3,1,0,0,0,0,0,-0.4919096283306018,0,0
1,1,0,0,0,0,0,0,3.932356801605183,1,0
1,2,0,0,0,0,0,0,-0.4345626842700357,0,0
0,3,1,0,0,1,0,0,-0.3339540104795687,0,0
0,3,1,0,0,1,0,0,-0.4893944114858402,0,0
1,2,0,0,1,1,1,0,0.0181763477870656,0,0
0,3,1,1,0,1,0,0,-0.5038981578994739,0,0
0,2,1,0,0,1,0,0,-0.3842583473748022,0,0
0,2,1,0,0,1,0,0,-0.3842583473748022,0,0
1,1,1,1,0,0,0,0,0.4226232164247428,0,0
0,3,1,0,0,1,0,0,-0.4715363718880322,0,0
1,2,0,3,0,1,0,0,-0.223284469310055,0,0
1,3,0,0,0,1,0,0,-0.4901489765392686,0,0
0,2,1,1,0,1,0,0,-0.1226757955195881,0,0
0,3,0,1,0,1,0,0,-0.4863761512721261,0,0
1,1,0,0,0,0,0,0,3.606636220208546,0,0
0,3,1,0,0,1,0,0,-0.2678038074623367,1,0
0,2,1,0,0,1,0,0,-0.6458408992300163,0,0
0,2,1,0,0,1,0,0,-0.3842583473748022,0,0
0,2,1,0,0,1,0,0,-0.3842583473748022,0,0
0,3,1,0,0,1,0,0,-0.3218809696247126,0,0
0,3,0,1,3,1,0,0,0.045843733079444,0,0
1,1,1,0,0,0,0,0,9.663111371996164,1,0
0,3,1,0,0,1,0,0,-0.4869637059270624,0,0
0,3,1,0,0,1,0,0,-0.4869637059270624,0,0
1,1,1,0,0,0,0,0,-0.0421888564872145,0,0
0,1,1,1,0,0,0,0,0.9407578864456476,0,0
1,1,0,2,2,0,0,0,4.633599257924737,1,0
0,3,1,1,0,1,0,0,-0.3218809696247126,0,0
1,3,1,0,0,1,0,0,-0.4863761512721261,0,0
0,1,1,1,1,0,0,1,0.7828022685946145,0,0
0,3,1,1,1,1,0,0,-0.2383757703786251,0,0
1,2,0,0,0,1,0,0,-0.3842583473748022,0,0
0,1,1,1,0,0,0,0,0.4226232164247428,0,0
0,3,1,0,0,1,0,0,-0.4898974548547925,0,0
1,2,0,1,1,1,1,0,-0.1830409997938683,0,0
1,3,1,0,1,0,1,0,-0.3948222581228012,0,0
0,3,1,0,0,1,0,0,-0.454684419028129,0,0
0,3,1,0,0,1,0,0,-0.4869637059270624,0,0
1,2,0,1,2,1,0,0,0.6620718600460541,0,0
1,2,1,1,1,1,1,0,-0.3540757452376621,0,0
0,3,1,0,0,1,0,0,-0.4889758794028718,0,0
0,2,1,0,0,1,0,0,-0.4144409495119422,0,0
0,3,1,0,0,1,0,0,-0.4838609344273645,0,0
1,1,0,0,0,0,0,0,1.094689157345062,0,0
0,3,1,0,0,1,0,0,-0.3540757452376621,0,0
0,3,1,0,0,1,0,0,-0.5024735390786009,0,0
1,3,1,0,0,1,0,0,-0.5003768543168076,1,0
1,1,0,1,2,0,0,0,1.7687672717411906,0,0
0,3,1,0,0,1,0,0,-0.4893944114858402,0,0
1,1,0,1,0,0,0,0,0.9228153355618556,0,0
0,1,1,0,0,1,0,0,0.150979797190482,1,0
0,3,0,0,0,1,0,0,-0.4898974548547925,0,0
0,3,1,1,0,1,0,0,-0.1599010048220609,0,0
0,3,1,0,0,1,0,0,-0.4775728923154603,0,0
0,3,1,0,0,1,0,0,-0.454684419028129,0,0
0,3,1,0,0,1,0,0,-0.4878007700929992,0,0
0,2,0,0,0,0,0,0,-0.4345626842700357,0,0
0,3,1,0,0,1,0,0,-0.5004613656027915,1,0
1,2,0,1,3,1,0,0,-0.1830409997938683,0,0
0,3,1,0,0,1,0,0,-0.4898974548547925,0,0
0,3,1,0,0,0,0,0,-0.4898974548547925,0,0
1,3,0,0,0,1,1,0,-0.3948222581228012,0,0
0,3,1,0,0,1,0,0,-0.4901489765392686,0,0
1,1,0,0,1,0,0,0,3.606636220208546,0,0
1,3,0,0,0,1,0,0,-0.5003768543168076,1,0
1,1,0,1,0,0,0,0,0.5010979819813071,0,0
0,1,1,0,0,0,0,0,-0.0421888564872145,0,0
0,3,1,1,2,1,0,0,-0.1739862191527262,0,0
0,3,1,0,0,1,0,0,-0.5039826691854579,0,0
0,3,1,0,0,1,0,0,-0.4999583222338392,0,0
1,3,0,0,0,1,0,0,-0.4950123998302999,0,0
0,3,1,4,1,1,1,0,-0.0597953744005462,0,0
1,3,1,1,2,1,1,0,-0.2318362065822447,0,0
0,1,1,0,0,0,0,0,0.9478004936109804,1,0
0,3,1,0,0,1,0,0,-0.4898974548547925,0,0
0,2,1,0,0,1,0,0,-0.1226757955195881,0,0
0,3,0,8,2,1,0,0,0.7536257531953791,0,0
0,1,1,0,0,1,0,0,-0.0281881534425331,1,0
0,3,1,0,0,1,0,0,-0.4869637059270624,0,0
0,2,1,0,0,1,0,0,-0.3842583473748022,0,0
1,1,0,0,0,0,0,0,-0.1241004143404611,0,0
1,3,0,0,0,1,0,0,-0.4711178398050639,0,0
0,3,1,0,0,1,0,0,-0.5003768543168076,1,0
0,3,0,1,1,1,0,0,-0.1599010048220609,0,0
0,2,1,0,0,1,0,0,-0.3842583473748022,0,0
1,2,0,1,1,1,0,0,-0.1176453618300647,0,0
1,1,1,1,2,0,0,0,1.7687672717411906,0,0
1,3,1,0,1,1,1,0,-0.4744701208157623,1,0
1,3,1,0,0,1,0,0,-0.5054917992923148,0,0
0,3,1,0,0,1,0,0,-0.4893944114858402,0,0
0,1,1,0,0,0,0,0,-0.6458408992300163,0,0
0,3,0,0,0,1,0,0,-0.4893944114858402,0,0
0,2,1,0,0,1,0,0,-0.3842583473748022,0,0
1,1,0,1,0,0,0,0,0.4226232164247428,0,0
0,3,1,0,0,1,0,0,-0.4871307163255546,0,0
0,3,1,0,0,1,0,0,-0.1599010048220609,0,0
0,2,1,0,0,1,0,0,-0.4345626842700357,0,0
0,3,0,4,2,1,1,0,-0.0165336446706454,0,0
0,3,1,0,0,1,0,0,-0.4838609344273645,0,0
0,1,1,0,0,0,0,0,-0.6458408992300163,0,0
0,3,0,0,0,1,0,0,-0.4863761512721261,0,0
0,2,1,1,1,1,0,0,0.0987477981054231,1,0
0,3,1,0,0,1,0,0,-0.5160557100403139,0,0
0,3,1,3,2,1,1,0,-0.0844444994792106,0,0
1,1,0,1,1,0,0,0,1.2355413006517155,0,0
1,3,1,0,0,1,0,0,-0.4715363718880322,0,0
0,1,1,0,0,1,0,0,-0.6458408992300163,0,0
1,3,0,0,1,0,0,0,-0.3948222581228012,0,0
0,3,1,4,1,1,1,0,0.1527404489818151,0,0
0,3,1,0,0,1,0,0,-0.5059948426612673,0,0
0,3,1,0,0,1,0,0,0.4909526033162764,0,0
1,2,1,0,2,1,1,0,0.0987477981054231,1,0
1,3,1,0,0,1,0,0,-0.4898974548547925,0,0
1,3,0,1,0,1,0,0,-0.3549973206895828,1,0
1,2,1,1,1,1,1,0,-0.2685583725157652,0,0
0,3,1,0,0,1,0,0,-0.5003768543168076,1,0
0,3,1,0,0,1,0,0,-0.4878007700929992,0,0
0,3,1,0,0,1,0,0,-0.4788305007378411,0,0
1,1,0,1,1,0,0,0,1.0274483563039414,1,0
0,3,1,0,0,1,0,0,-0.4715363718880322,0,0
0,3,1,0,0,1,0,0,-0.4838609344273645,0,0
1,3,1,0,0,1,0,0,0.4909526033162764,0,0
1,1,1,0,0,0,0,0,-0.0482253769146425,1,0
0,3,1,0,0,1,0,0,-0.4863761512721261,0,0
0,2,1,0,0,1,0,0,-0.4345626842700357,0,0
1,1,0,0,0,1,0,0,-0.0220671217291211,1,0
0,3,1,0,0,1,0,0,-0.5163072317247901,1,0
0,3,1,0,0,1,0,0,-0.4715363718880322,0,0
0,3,1,0,0,1,0,0,-0.4939218018064111,0,0
0,3,1,8,2,1,0,0,0.7536257531953791,0,0
0,3,1,0,0,1,0,0,-0.4869637059270624,1,0
0,2,1,0,1,1,0,0,0.0181763477870656,0,0
1,1,0,1,0,0,0,0,1.147090179002089,1,0
0,3,1,4,2,1,1,0,-0.0165336446706454,0,0
0,3,1,0,0,1,0,1,-0.4893944114858402,0,0
0,3,0,1,1,1,1,0,-0.3390689554550761,1,0
1,1,0,0,1,0,0,0,0.1469554502388633,0,0
0,2,0,1,0,1,0,0,-0.1226757955195881,0,0
1,3,0,0,1,1,0,0,-0.457702679241843,0,0
1,1,0,1,1,1,0,0,2.67156310861214,0,0
1,1,1,0,0,0,0,0,-0.1116088414026367,0,0
1,3,0,0,3,1,0,0,-0.2583304947382263,1,0
0,3,1,0,0,1,0,0,-0.5003768543168076,1,0
0,3,1,2,0,1,0,0,-0.3619574287424073,0,0
0,2,1,1,0,1,0,0,-0.4144409495119422,0,0
1,1,0,0,0,0,0,0,-0.1241004143404611,0,0
0,3,0,8,2,1,0,0,0.7536257531953791,0,0
0,2,1,0,0,1,0,0,-0.3842583473748022,0,0
1,2,0,0,0,1,0,0,-0.3842583473748022,0,0
1,2,0,1,0,1,0,0,-0.3669878624319306,1,0
0,1,1,0,0,0,0,0,0.370222194767716,0,0
0,3,1,0,0,1,0,0,-0.454684419028129,0,0
1,3,1,1,1,1,1,0,-0.4218195896477352,0,0
0,3,1,0,0,1,0,0,-0.4869637059270624,0,0
1,1,0,1,1,0,0,0,0.4116407735937755,0,0
0,1,1,0,0,0,0,0,-0.5452322254395493,0,0
0,3,1,0,0,1,0,0,-0.4647452864071758,0,0
1,2,0,1,0,1,0,0,-0.1629192650357749,1,0
1,3,0,0,0,1,0,0,-0.5004613656027915,1,0
0,3,1,0,0,1,0,0,-0.4477263231487803,0,0
0,3,1,0,0,1,0,0,-0.4869637059270624,0,0
0,3,1,0,0,1,0,0,-0.4869637059270624,0,0
1,1,0,0,1,0,0,0,1.0274483563039414,1,0
1,2,0,0,1,1,0,0,-0.1226757955195881,0,0
0,3,1,0,0,1,0,0,-0.4869637059270624,0,0
0,3,0,0,0,1,0,0,-0.4342266512995755,0,0
0,2,1,0,0,1,0,0,-0.4345626842700357,0,0
0,3,1,0,0,1,0,0,-0.5039826691854579,0,0
0,3,0,0,3,1,0,0,-0.0597953744005462,0,0
0,2,1,0,0,1,0,0,-0.3842583473748022,0,0
1,1,0,0,0,0,0,0,-0.0421888564872145,0,0
0,3,0,1,2,1,0,0,-0.1739862191527262,0,0
1,1,1,0,0,0,0,0,-0.0421888564872145,1,0
0,3,1,0,0,1,0,0,-0.4898974548547925,0,0
